stock_code,expiry_date,type,strike_price,volume,turnover,open_interest,update_time,stock_close_price,last_done,prev_close,open,high,low,implied_volatility
SPY.US,2025-09-15,call,524.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,525.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,526.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,527.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,528.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,529.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,530.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,531.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,532.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,533.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,534.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,535.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,536.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,537.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,538.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,539.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,540.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,541.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,542.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,543.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,544.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,545.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,546.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,547.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,548.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,549.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,550.00,10,110000.00,2,2025-09-15,660.810,110.00,108.02,110.00,110.00,110.00,2.188
SPY.US,2025-09-15,call,551.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,552.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,553.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,554.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,555.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,556.00,1,10403.00,1,2025-09-15,660.810,104.03,101.44,104.03,104.03,104.03,1.934
SPY.US,2025-09-15,call,557.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,558.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,559.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,560.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,561.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,562.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,563.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,564.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,565.00,0,0,6,2025-09-15,660.810,92.82,92.82,0,0,0,0.689
SPY.US,2025-09-15,call,566.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,567.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,568.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,569.00,0,0,30,2025-09-15,660.810,88.56,88.56,0,0,0,0.627
SPY.US,2025-09-15,call,570.00,0,0,4,2025-09-15,660.810,87.85,87.85,0,0,0,0.669
SPY.US,2025-09-15,call,571.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,572.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,573.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,574.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,575.00,3,25642.00,1,2025-09-15,660.810,85.41,83.19,85.58,85.58,85.41,2.190
SPY.US,2025-09-15,call,576.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,577.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,578.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,579.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,580.00,0,0,40,2025-09-15,660.810,77.11,77.11,0,0,0,0.422
SPY.US,2025-09-15,call,581.00,1,7897.00,0,2025-09-15,660.810,78.97,78.97,78.97,78.97,78.97,1.250
SPY.US,2025-09-15,call,582.00,1,7799.00,0,2025-09-15,660.810,77.99,77.99,77.99,77.99,77.99,1.465
SPY.US,2025-09-15,call,583.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,584.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,585.00,4,30157.00,4,2025-09-15,660.810,75.55,72.88,74.97,75.55,74.97,2.039
SPY.US,2025-09-15,call,586.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,587.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,588.00,22,159984.00,0,2025-09-15,660.810,72.72,72.72,72.72,72.72,72.72,0.000
SPY.US,2025-09-15,call,589.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,590.00,1,7061.00,21,2025-09-15,660.810,70.61,67.82,70.61,70.61,70.61,2.009
SPY.US,2025-09-15,call,591.00,20,139140.00,0,2025-09-15,660.810,69.57,69.57,69.57,69.57,69.57,1.948
SPY.US,2025-09-15,call,592.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,593.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,594.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,595.00,28,183775.00,3,2025-09-15,660.810,65.71,63.74,65.31,65.71,64.78,1.416
SPY.US,2025-09-15,call,596.00,2,12945.00,0,2025-09-15,660.810,64.75,64.70,64.70,64.75,64.70,1.941
SPY.US,2025-09-15,call,597.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,598.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,599.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,600.00,64,386588.00,206,2025-09-15,660.810,60.51,58.22,59.88,60.52,59.88,1.416
SPY.US,2025-09-15,call,601.00,0,0,1,2025-09-15,660.810,52.18,52.18,0,0,0,0.396
SPY.US,2025-09-15,call,602.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,603.00,2,11442.00,2,2025-09-15,660.810,57.21,54.40,57.21,57.21,57.21,1.277
SPY.US,2025-09-15,call,604.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,605.00,13,71684.00,7,2025-09-15,660.810,54.93,53.18,54.82,55.53,54.82,1.373
SPY.US,2025-09-15,call,606.00,4,21716.00,0,2025-09-15,660.810,54.29,54.29,54.29,54.29,54.29,1.335
SPY.US,2025-09-15,call,607.00,15,80157.00,1,2025-09-15,660.810,53.51,51.01,53.42,53.51,53.42,1.508
SPY.US,2025-09-15,call,608.00,5,26190.00,2,2025-09-15,660.810,51.61,50.21,52.42,52.92,51.61,1.140
SPY.US,2025-09-15,call,609.00,10,51168.00,6,2025-09-15,660.810,50.97,49.17,51.42,51.51,50.97,0.781
SPY.US,2025-09-15,call,610.00,5,25126.00,45,2025-09-15,660.810,50.54,47.41,50.00,50.54,50.00,1.021
SPY.US,2025-09-15,call,611.00,6,29524.00,1,2025-09-15,660.810,49.00,47.86,49.34,49.34,49.00,0.625
SPY.US,2025-09-15,call,612.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,613.00,11,51496.00,11,2025-09-15,660.810,47.06,45.59,46.79,47.06,46.79,1.069
SPY.US,2025-09-15,call,614.00,2,9266.00,2,2025-09-15,660.810,46.51,43.98,46.15,46.51,46.15,1.334
SPY.US,2025-09-15,call,615.00,16,72366.00,60,2025-09-15,660.810,44.79,43.86,44.90,45.62,44.79,1.023
SPY.US,2025-09-15,call,616.00,4,17593.00,3,2025-09-15,660.810,44.04,41.90,44.06,44.06,43.79,1.003
SPY.US,2025-09-15,call,617.00,22,96184.00,0,2025-09-15,660.810,43.72,43.72,43.72,43.72,43.72,0.000
SPY.US,2025-09-15,call,618.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,619.00,0,0,1,2025-09-15,660.810,37.22,37.22,0,0,0,0.000
SPY.US,2025-09-15,call,620.00,66,266190.00,33,2025-09-15,660.810,40.38,37.49,40.55,40.71,40.16,0.850
SPY.US,2025-09-15,call,621.00,28,111103.00,18,2025-09-15,660.810,39.16,34.86,39.95,40.47,39.16,0.801
SPY.US,2025-09-15,call,622.00,69,264604.00,19,2025-09-15,660.810,38.59,35.42,38.84,38.99,37.71,0.781
SPY.US,2025-09-15,call,623.00,1,3700.00,3,2025-09-15,660.810,37.00,34.96,37.00,37.00,37.00,0.752
SPY.US,2025-09-15,call,624.00,1,3604.00,2,2025-09-15,660.810,36.04,33.98,36.04,36.04,36.04,0.308
SPY.US,2025-09-15,call,625.00,68,241173.00,70,2025-09-15,660.810,35.47,32.85,35.42,35.60,34.84,0.789
SPY.US,2025-09-15,call,626.00,2,6884.00,2,2025-09-15,660.810,34.51,31.27,34.33,34.51,34.33,0.920
SPY.US,2025-09-15,call,627.00,1,3330.00,4,2025-09-15,660.810,33.30,22.44,33.30,33.30,33.30,0.874
SPY.US,2025-09-15,call,628.00,0,0,2,2025-09-15,660.810,29.81,29.81,0,0,0,0.208
SPY.US,2025-09-15,call,629.00,1,3135.00,31,2025-09-15,660.810,31.35,28.65,31.35,31.35,31.35,0.872
SPY.US,2025-09-15,call,630.00,9,27558.00,51,2025-09-15,660.810,29.85,28.95,30.64,30.88,29.85,0.547
SPY.US,2025-09-15,call,631.00,2,5757.00,5,2025-09-15,660.810,28.98,23.49,28.59,28.98,28.59,0.537
SPY.US,2025-09-15,call,632.00,0,0,9,2025-09-15,660.810,26.63,26.63,0,0,0,0.323
SPY.US,2025-09-15,call,633.00,2,5472.00,2,2025-09-15,660.810,27.49,26.02,27.23,27.49,27.23,0.847
SPY.US,2025-09-15,call,634.00,672,1772199.00,956,2025-09-15,660.810,26.67,23.60,26.35,26.95,26.11,0.902
SPY.US,2025-09-15,call,635.00,27,67794.00,240,2025-09-15,660.810,25.58,23.69,25.13,25.60,24.93,0.767
SPY.US,2025-09-15,call,636.00,26,63107.00,17,2025-09-15,660.810,24.57,21.27,24.09,24.57,23.93,0.632
SPY.US,2025-09-15,call,637.00,5,11729.00,34,2025-09-15,660.810,23.63,20.61,22.98,23.91,22.98,0.859
SPY.US,2025-09-15,call,638.00,50,111114.00,58,2025-09-15,660.810,22.60,19.58,21.88,22.83,21.88,0.638
SPY.US,2025-09-15,call,639.00,86,183469.00,135,2025-09-15,660.810,21.59,18.58,20.91,22.07,20.91,0.662
SPY.US,2025-09-15,call,640.00,94,190591.00,810,2025-09-15,660.810,20.46,17.55,19.87,20.80,19.66,0.486
SPY.US,2025-09-15,call,641.00,178,343712.00,317,2025-09-15,660.810,19.49,17.28,18.86,19.56,18.80,0.420
SPY.US,2025-09-15,call,642.00,86,159164.00,69,2025-09-15,660.810,18.59,15.69,17.94,18.93,17.94,0.566
SPY.US,2025-09-15,call,643.00,30,52160.00,181,2025-09-15,660.810,16.80,15.19,16.86,17.91,16.80,0.444
SPY.US,2025-09-15,call,644.00,105,173731.00,575,2025-09-15,660.810,16.79,14.71,15.86,16.96,15.86,0.383
SPY.US,2025-09-15,call,645.00,234,358590.00,1295,2025-09-15,660.810,15.50,12.57,14.96,15.91,14.55,0.337
SPY.US,2025-09-15,call,646.00,311,443339.00,685,2025-09-15,660.810,14.48,11.61,13.98,14.96,13.79,0.298
SPY.US,2025-09-15,call,647.00,158,211941.00,858,2025-09-15,660.810,12.95,10.65,12.91,14.07,12.69,0.283
SPY.US,2025-09-15,call,648.00,219,267859.00,761,2025-09-15,660.810,12.42,9.63,12.00,12.94,11.61,0.347
SPY.US,2025-09-15,call,649.00,590,388205.00,1457,2025-09-15,660.810,11.56,9.39,10.53,12.03,10.53,0.225
SPY.US,2025-09-15,call,650.00,1917,1723277.00,3412,2025-09-15,660.810,10.39,7.68,9.55,11.04,9.50,0.205
SPY.US,2025-09-15,call,651.00,665,621143.00,1153,2025-09-15,660.810,9.54,6.69,9.07,10.03,8.58,0.217
SPY.US,2025-09-15,call,652.00,1000,832175.00,1557,2025-09-15,660.810,8.59,5.80,8.09,9.04,7.53,0.194
SPY.US,2025-09-15,call,653.00,813,595777.00,1365,2025-09-15,660.810,7.39,4.82,7.00,8.05,6.53,0.283
SPY.US,2025-09-15,call,654.00,1650,1054091.00,2530,2025-09-15,660.810,6.63,3.91,5.73,7.04,5.49,0.171
SPY.US,2025-09-15,call,655.00,5388,2848975.00,6367,2025-09-15,660.810,5.48,3.03,4.66,6.07,4.24,0.122
SPY.US,2025-09-15,call,656.00,4866,2045931.00,3057,2025-09-15,660.810,4.41,2.22,3.74,5.10,3.49,0.133
SPY.US,2025-09-15,call,657.00,12754,4261182.00,8135,2025-09-15,660.810,3.33,1.54,2.81,4.15,2.33,0.123
SPY.US,2025-09-15,call,658.00,36168,8426023.00,11318,2025-09-15,660.810,2.38,0.96,1.99,3.17,1.60,0.084
SPY.US,2025-09-15,call,659.00,115685,16701355.00,14516,2025-09-15,660.810,1.39,0.55,1.24,2.23,0.76,0.044
SPY.US,2025-09-15,call,660.00,531091,39223241.00,20380,2025-09-15,660.810,0.40,0.30,0.67,1.39,0.15,0.038
SPY.US,2025-09-15,call,661.00,702431,22363226.00,10877,2025-09-15,660.810,0.01,0.15,0.28,0.69,0.01,0.004
SPY.US,2025-09-15,call,662.00,292883,3479786.00,5874,2025-09-15,660.810,0.01,0.08,0.10,0.28,0.01,0.031
SPY.US,2025-09-15,call,663.00,145148,763810.00,8009,2025-09-15,660.810,0.01,0.05,0.04,0.12,0.01,0.054
SPY.US,2025-09-15,call,664.00,34297,96916.00,2670,2025-09-15,660.810,0.01,0.02,0.03,0.06,0.01,0.073
SPY.US,2025-09-15,call,665.00,20780,33518.00,9037,2025-09-15,660.810,0.01,0.02,0.02,0.03,0.01,0.095
SPY.US,2025-09-15,call,666.00,16425,17603.00,9031,2025-09-15,660.810,0.01,0.02,0.01,0.02,0.01,0.115
SPY.US,2025-09-15,call,667.00,4835,5307.00,1702,2025-09-15,660.810,0.01,0.01,0.01,0.02,0.01,0.132
SPY.US,2025-09-15,call,668.00,3320,3426.00,874,2025-09-15,660.810,0.01,0.01,0.01,0.02,0.01,0.151
SPY.US,2025-09-15,call,669.00,182,182.00,324,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.171
SPY.US,2025-09-15,call,670.00,199,199.00,3040,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.190
SPY.US,2025-09-15,call,671.00,162,162.00,421,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.205
SPY.US,2025-09-15,call,672.00,56,56.00,16,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.225
SPY.US,2025-09-15,call,673.00,182,182.00,439,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.244
SPY.US,2025-09-15,call,674.00,2,2.00,15,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.259
SPY.US,2025-09-15,call,675.00,273,273.00,5472,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.278
SPY.US,2025-09-15,call,676.00,0,0,1200,2025-09-15,660.810,0.01,0.01,0,0,0,0.110
SPY.US,2025-09-15,call,677.00,100,100.00,1004,2025-09-15,660.810,0.01,0.02,0.01,0.01,0.01,0.313
SPY.US,2025-09-15,call,678.00,0,0,991,2025-09-15,660.810,0.01,0.01,0,0,0,0.120
SPY.US,2025-09-15,call,679.00,0,0,3,2025-09-15,660.810,0.02,0.02,0,0,0,0.117
SPY.US,2025-09-15,call,680.00,47,47.00,541,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.361
SPY.US,2025-09-15,call,681.00,31,31.00,0,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.381
SPY.US,2025-09-15,call,682.00,1,1.00,22,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.400
SPY.US,2025-09-15,call,683.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,684.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,685.00,10,10.00,434,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.449
SPY.US,2025-09-15,call,686.00,1,1.00,50,2025-09-15,660.810,0.01,0.02,0.01,0.01,0.01,0.459
SPY.US,2025-09-15,call,687.00,3,3.00,0,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.479
SPY.US,2025-09-15,call,688.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,689.00,0,0,70,2025-09-15,660.810,0.01,0.01,0,0,0,0.161
SPY.US,2025-09-15,call,690.00,26,26.00,9,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.527
SPY.US,2025-09-15,call,695.00,10,10.00,97,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.606
SPY.US,2025-09-15,call,700.00,0,0,102,2025-09-15,660.810,0.01,0.01,0,0,0,0.230
SPY.US,2025-09-15,call,705.00,1,1.00,1,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,0.762
SPY.US,2025-09-15,call,710.00,0,0,1,2025-09-15,660.810,0.01,0.01,0,0,0,0.186
SPY.US,2025-09-15,call,715.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,720.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,725.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,730.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,735.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,740.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,call,745.00,21,21.00,0,2025-09-15,660.810,0.01,0.01,0.01,0.01,0.01,1.328
SPY.US,2025-09-15,put,500.00,0,0,22,2025-09-15,660.810,0.01,0.01,0,0,0,0.898
SPY.US,2025-09-15,put,501.00,0,0,1,2025-09-15,660.810,0.03,0.03,0,0,0,0.532
SPY.US,2025-09-15,put,502.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,503.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,504.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,505.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,506.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,507.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,508.00,0,0,1,2025-09-15,660.810,0.01,0.01,0,0,0,0.547
SPY.US,2025-09-15,put,509.00,0,0,17,2025-09-15,660.810,0.01,0.01,0,0,0,0.654
SPY.US,2025-09-15,put,510.00,0,0,10,2025-09-15,660.810,0.02,0.02,0,0,0,0.576
SPY.US,2025-09-15,put,511.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,512.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,513.00,0,0,144,2025-09-15,660.810,0.01,0.01,0,0,0,0.635
SPY.US,2025-09-15,put,514.00,0,0,444,2025-09-15,660.810,0.02,0.02,0,0,0,0.664
SPY.US,2025-09-15,put,515.00,0,0,992,2025-09-15,660.810,0.01,0.01,0,0,0,0.625
SPY.US,2025-09-15,put,516.00,0,0,992,2025-09-15,660.810,0.02,0.02,0,0,0,0.654
SPY.US,2025-09-15,put,517.00,0,0,440,2025-09-15,660.810,0.02,0.02,0,0,0,0.591
SPY.US,2025-09-15,put,518.00,0,0,169,2025-09-15,660.810,0.01,0.01,0,0,0,0.703
SPY.US,2025-09-15,put,519.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,520.00,0,0,2016,2025-09-15,660.810,0.01,0.01,0,0,0,0.596
SPY.US,2025-09-15,put,521.00,0,0,2016,2025-09-15,660.810,0.02,0.02,0,0,0,0.630
SPY.US,2025-09-15,put,522.00,0,0,2,2025-09-15,660.810,0.05,0.05,0,0,0,0.477
SPY.US,2025-09-15,put,523.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,524.00,0,0,288,2025-09-15,660.810,0.01,0.01,0,0,0,0.527
SPY.US,2025-09-15,put,525.00,0,0,293,2025-09-15,660.810,0.01,0.01,0,0,0,0.576
SPY.US,2025-09-15,put,526.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,527.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,528.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,529.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,530.00,0,0,15,2025-09-15,660.810,0.01,0.01,0,0,0,0.723
SPY.US,2025-09-15,put,531.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,532.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,533.00,0,0,320,2025-09-15,660.810,0.01,0.01,0,0,0,0.625
SPY.US,2025-09-15,put,534.00,0,0,390,2025-09-15,660.810,0.02,0.02,0,0,0,0.654
SPY.US,2025-09-15,put,535.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,536.00,0,0,0,2025-09-15,660.810,0,0,0,0,0,0.000
SPY.US,2025-09-15,put,537.00,0,0,281,2025-09-15,660.810,0.01,0.01,0,0,0,0.684
SPY.US,2025-09-15,put,538.00,0,0,280,2025-09-15,660.810,0.02,0.02,0,0,0,0.630
SPY.US,2025-09-15,put,539.00,0,0,275,2025-09-15,660.810,0.01,0.01,0,0,0,0.430
SPY.US,2025-09-15,put,540.00,0,0,47,2025-09-15,660.810,0.01,0.01,0,0,0,0.586
SPY.US,2025-09-15,put,541.00,0,0,4,2025-09-15,660.810,0.01,0.01,0,0,0,0.664
SPY.US,2025-09-15,put,542.00,0,0,13,2025-09-15,660.810,0.01,0.01,0,0,0,0.654
SPY.US,2025-09-15,put,543.00,0,0,3,2025-09-15,660.810,0.02,0.02,0,0,0,0.606
SPY.US,2025-09-15,put,544.00,0,0,120,2025-09-15,660.810,0.04,0.04,0,0,0,0.386
